run_id,entity_type,entity_name,query,total_latency,success,start_time,end_time,rewrite_time,retrieve_time,rerank_time,generate_time,generator_tokens,generator_prompt_tokens,generator_completion_tokens,rewriter_tokens,ttft,tps
019d0ce3-3732-7cf0-83c5-f590a8076bb3,landmark,Pyramid of Hawara - White pyramid of Amnemhat III,What are the main features of your interior layout and what was discovered inside you by nineteenth‑century archaeologists?,3.905151,True,2026-03-20 20:15:10.641710,2026-03-20 20:15:14.546861,1.15234,0.84952,0.383456,1.509089,1490,889,601,949,2.5353159999999995,398.25351586288156
019d0ce3-1c0c-7de3-9826-ebeddd77cc48,pharaoh,Smenkhkare,What does the analysis of KV55 tell you about your relationship to Tutankhamun and your age at death?,4.171046,True,2026-03-20 20:15:03.692250,2026-03-20 20:15:07.863296,0.971355,0.764893,0.429555,1.989375,1790,996,794,1023,2.315803,399.12032673578386
019d0ce3-01ef-7932-a877-2293607063c4,pharaoh,Osiris (God),How did you become the ruler of the underworld?,3.958538,True,2026-03-20 20:14:57.004980,2026-03-20 20:15:00.963518,1.239264,1.009812,0.371981,1.300398,1417,950,467,1092,2.7710569999999994,359.1208230095709
019d0ce2-e8b3-7fe2-83fb-dbb4898571f4,pharaoh,Hauron God,"Hauron, when did your name first appear in Egyptian records?",3.696946,True,2026-03-20 20:14:50.547550,2026-03-20 20:14:54.244496,1.203758,1.006916,0.42289,1.046848,1152,768,384,1064,2.7835639999999997,366.8154307024515
019d0ce2-d0e7-7d90-b2f7-4d6cd8b0224e,pharaoh,Sobekemsaf I,You commissioned construction projects in several religious centers; which sites did you restore?,3.406833,True,2026-03-20 20:14:44.452330,2026-03-20 20:14:47.859163,1.415303,0.667329,0.27129,1.034841,1190,853,337,1153,2.5039219999999998,325.65389272361654
019d0ce2-b728-7f42-8186-18dcb8a3aa72,pharaoh,Userkaf,"Userkaf, what restoration work was ordered on your pyramid during Ramesses II’s reign?",3.797327,True,2026-03-20 20:14:37.861324,2026-03-20 20:14:41.658651,1.050504,1.102781,0.462003,1.166874,1465,1034,431,1041,2.7652880000000004,369.3629303592333
019d0ce2-9008-7f11-8425-f6fd86159c45,pharaoh,"Arsinoe III (Queen, daughter of Ptolemy I and wife of Ptolemy II)",When were you born and when did you die?,7.296661,True,2026-03-20 20:14:27.848461,2026-03-20 20:14:35.145122,1.326964,0.839059,3.881531,1.232352,1452,1024,428,1321,6.197554,347.3033678689206
019d0ce2-42e3-7a33-b8f5-ca230023fdd0,pharaoh,Ptolemy II Philadelphus,"Ptolemy, how did you secure your position and what became of Demetrius of Phalerum?",16.988232,True,2026-03-20 20:14:08.099352,2026-03-20 20:14:25.087584,2.344894,10.368883,2.613535,1.633332,1522,951,571,1733,15.477312000000001,349.59212211601806
019d0ce2-216c-7903-a9e4-d2d5ff600b09,landmark,Temple of Isis in Deir Shelwit,"Temple of Isis, can you tell me what the excavations by Waseda University revealed about your water well?",5.709526,True,2026-03-20 20:13:59.532164,2026-03-20 20:14:05.241690,1.468161,2.67345,0.401146,1.157485,1237,805,432,1178,4.692757,373.222979131479
019d0ce2-03ae-7511-9538-e4b3a3f29b8c,landmark,Al Qurn,"Al Qurn, what is your height and where are you located?",4.783356,True,2026-03-20 20:13:51.914128,2026-03-20 20:13:56.697484,1.322461,1.985215,0.27927,1.174456,1352,932,420,1013,3.7369459999999997,357.61237543168926
019d0ce1-df37-7631-ac2c-0c36cdcb1717,pharaoh,Hor I,What do you recall about the discovery of your tomb?,6.533804,True,2026-03-20 20:13:42.583655,2026-03-20 20:13:49.117459,1.130178,1.092326,0.324383,3.970748,1565,948,617,977,2.696887,155.38634030666262
019d0ce1-c571-75b0-a742-ed7ef0300fb9,pharaoh,Sobekhotep V,"Sobekhotep V, what was the length of your reign and how do scholars position you in the thirteenth Dynasty’s royal sequence?",3.839555,True,2026-03-20 20:13:35.980570,2026-03-20 20:13:39.820125,1.06312,0.650344,0.367653,1.727415,1609,980,629,1058,2.231117,364.12790209648523
019d0ce1-aafc-76a0-9f23-a67923fa777c,landmark,The Great Temple of Ramesses II at Abu Simbel,How were you saved from the waters of Lake Nasser when the Aswan High Dam threatened to submerge you?,3.767324,True,2026-03-20 20:13:29.208720,2026-03-20 20:13:32.976044,1.244207,0.775435,0.322198,1.406942,1414,940,474,1026,2.4918400000000003,336.90088148623045
019d0ce1-92d8-7612-b6fb-b61f0a229e2d,pharaoh,Anath Goddess,You were prominent at which ancient city where literary works frequently mention you?,3.218408,True,2026-03-20 20:13:23.031727,2026-03-20 20:13:26.250135,1.041442,0.882669,0.288489,0.983033,1228,924,304,963,2.3626,309.24699374283466
019d0ce1-77bc-76c0-98b6-b36795911b30,pharaoh,Achoris,You faced a significant internal rebellion in your eighth regnal year; who suppressed it and what were the key international dynamics during your reign?,4.246179,True,2026-03-20 20:13:16.092002,2026-03-20 20:13:20.338181,1.316521,1.130284,0.381513,1.394429,1284,846,438,1125,2.9783180000000002,314.10706461211004
019d0ce1-5cad-77f1-9b7a-68710fb0588f,landmark,Pyramid of Userkaf,"You have an entrance on which side, and how long is the descending passage?",4.136539,True,2026-03-20 20:13:09.162281,2026-03-20 20:13:13.298820,1.635167,0.72897,0.721658,1.012795,1312,1032,280,1190,3.235795,276.46266026194843
019d0ce1-422b-7263-9191-dd4012ef8b45,landmark,Pyramid of Unas,"What restoration work was performed on you during the New Kingdom, and who recorded it?",3.863981,True,2026-03-20 20:13:02.379153,2026-03-20 20:13:06.243134,1.223871,0.853617,0.376443,1.38823,1448,970,478,955,2.6039309999999998,344.3233469958148
019d0ce1-261a-7670-800c-335816dbfd5c,landmark,The Roman Mammisi in Dendera,You display decorative elements that symbolize fertility and protection; what are these elements?,4.358013,True,2026-03-20 20:12:55.190951,2026-03-20 20:12:59.548964,1.11682,1.849471,0.293052,1.079115,1133,779,354,971,3.409343,328.0465937365341
019d0ce1-0e12-7592-9257-df7782d2b0db,pharaoh,Shepsekaf,You recorded a decree in your second year of rule; what does this decree concern?,3.367157,True,2026-03-20 20:12:49.036045,2026-03-20 20:12:52.403202,0.92459,1.01081,0.303472,1.107173,1403,1033,370,953,2.388872,334.1844499459434
019d0ce0-ef8f-7f20-9b38-2772a236071b,landmark,Temple of Habu,"Temple of Habu, how many columns did the first hypostyle hall originally contain, and how were they arranged?",4.873661,True,2026-03-20 20:12:41.228145,2026-03-20 20:12:46.101806,1.353557,2.205293,0.406676,0.874226,1212,949,263,1083,4.115526,300.8375408647192
019d0ce0-d70a-7fa2-ac60-195d80aa6b20,pharaoh,Amun-Ra (God),"Amun-Ra, after Thebes rose to the capital in the Middle Kingdom, how did you become the king of the gods?",3.421512,True,2026-03-20 20:12:34.953007,2026-03-20 20:12:38.374519,1.057372,0.796505,0.27762,1.270639,981,512,469,1035,2.281497,369.1056232336643
019d0ce0-bf7b-7321-9bf0-3fb16806659a,pharaoh,Nefertiti,"At what age did you marry Amenhotep IV, and how many daughters did you bear?",3.423918,True,2026-03-20 20:12:28.922729,2026-03-20 20:12:32.346647,1.142242,0.911726,0.366167,0.984134,1404,1062,342,1058,2.570135,347.5136515962257
019d0ce0-a54d-7b03-b7cc-d671f7273509,pharaoh,Amun (God),"Amun, how did you become Amun‑Ra?",3.930331,True,2026-03-20 20:12:22.218240,2026-03-20 20:12:26.148571,0.906441,0.762733,0.329568,1.924119,1732,1049,683,973,2.148742,354.9676501297477
019d0ce0-8802-7e41-9414-9a1a9ed8c1ce,pharaoh,Cleopatra VII Philopator,"Cleopatra, how did you respond to your father's death and your accession to the throne?",4.815994,True,2026-03-20 20:12:14.714315,2026-03-20 20:12:19.530309,1.239583,0.934264,0.41854,2.197821,1433,815,618,1097,2.7423870000000004,281.1875944401296
019d0ce0-6d86-7441-86f4-fc83a086718c,pharaoh,Seth (God),"Seth, what realms and phenomena are you associated with?",4.088973,True,2026-03-20 20:12:07.941275,2026-03-20 20:12:12.030248,1.368801,1.119124,0.302147,1.28735,1340,923,417,1140,2.940072,323.92123354177187
019d0ce0-517d-7c33-93a3-398067f606d2,pharaoh,Nectanebo II,"Nectanebo II, how did you come to power after Teos’s offensive against the Persians?",4.371022,True,2026-03-20 20:12:00.764291,2026-03-20 20:12:05.135313,1.841781,0.717808,0.282163,1.501936,1343,867,476,1447,2.991752,316.92428971673894
019d0ce0-37ec-70b1-9bf6-4926cd1f6b0d,landmark,Black Pyramid of Amenemhat III,"You, Black Pyramid of Amenemhat III, what materials form your core and outer casing, and how many entrances do you possess?",3.818028,True,2026-03-20 20:11:54.220705,2026-03-20 20:11:58.038733,1.147527,1.577915,0.305106,0.755898,1206,982,224,982,3.180548,296.33627817509773
019d0ce0-18d7-72c1-aa93-6c9f8401c624,pharaoh,"Meresankh (Queen, wife of Khafre)","Which children did you bear with Khafre, and who among them held important positions?",4.51464,True,2026-03-20 20:11:46.262933,2026-03-20 20:11:50.777573,1.02206,0.9362,0.323444,1.973017,1829,1052,777,1071,2.431704,393.81312984125327
019d0cdf-f671-7d31-ad72-7a5afd23244a,landmark,Speos of Horemheb,What additions did the later pharaohs make to your decorative program?,4.398101,True,2026-03-20 20:11:37.457769,2026-03-20 20:11:41.855870,1.299966,1.051344,0.388738,1.624635,1500,853,647,1048,2.8900479999999997,398.2432977253352
019d0cdf-d3a6-79d3-8d13-c11b2b69e1a9,landmark,Qasr Qarun,"You are located near which lake, and how far are you from the city of Faiyum?",4.954326,True,2026-03-20 20:11:28.549924,2026-03-20 20:11:33.504250,1.994407,1.553589,0.393798,0.986943,1179,862,317,1376,4.091794,321.1938278097114
019d0cdf-b15d-7930-a151-fe00449d0ff3,pharaoh,Amasis II,"Where were you buried, and what happened to your statues after the Persian conquest?",4.748573,True,2026-03-20 20:11:19.772680,2026-03-20 20:11:24.521253,0.871735,2.391705,0.296816,1.16525,1203,788,415,957,3.710256,356.1467496245441
019d0cdf-83f0-7b02-b78a-ebbfc54f58c3,pharaoh,Pepi I,You built pyramids at several locations; can you list the sites where you constructed pyramids?,7.538568,True,2026-03-20 20:11:08.143569,2026-03-20 20:11:15.682137,1.080292,5.04655,0.310267,1.083275,1319,939,380,1020,6.587109,350.78811936027324
019d0cdf-4cd7-73f2-8864-ab9590f93d74,pharaoh,Isis (mother of Thutmose III),What was your position in Pharaoh Thutmose II’s household and how were you related to Thutmose III?,10.104093,True,2026-03-20 20:10:54.035609,2026-03-20 20:11:04.139702,1.180608,7.017302,0.368454,1.505426,1396,935,461,1096,8.716364,306.22561321512984
019d0cdf-27f8-7af2-ab46-b13fd7df7fd3,pharaoh,"Nofret (Queen, possibly Nofret II, wife of Senusret II)","What titles did you hold as queen, and who were your parents and husband?",5.410839,True,2026-03-20 20:10:44.600643,2026-03-20 20:10:50.011482,2.249526,1.321972,0.295698,1.521584,1482,909,573,1802,4.017196,376.5812469111137
019d0cdf-083b-7e00-92c1-d5a894cb4735,pharaoh,Isis (Goddess),What actions did the Roman Senate and later rulers take regarding your shrines in Rome?,4.114819,True,2026-03-20 20:10:36.475694,2026-03-20 20:10:40.590513,1.129995,1.271763,0.406762,1.279158,1444,973,471,1102,2.95852,368.210963774608
019d0cde-e968-75a1-a41f-beee4a8a30fe,pharaoh,Seti II,"Where were you originally buried, Seti II?",3.813195,True,2026-03-20 20:10:28.584347,2026-03-20 20:10:32.397542,1.189149,1.096306,0.47796,1.026231,1274,938,336,1017,2.9134149999999996,327.411664625216
019d0cde-bf77-7d73-ad20-fb257f5a6977,landmark,The Small Aten Temple,What are the features of your Second Court and its entrances?,6.629188,True,2026-03-20 20:10:17.846587,2026-03-20 20:10:24.475775,0.904049,3.051297,0.661639,1.976706,1754,979,775,854,4.766985,392.066397329699
019d0cde-a176-7281-ae1d-b81adab35469,pharaoh,Ramesses II,"What major building projects did you commission, and what alliances did you form in your twenty‑first regnal year?",4.526292,True,2026-03-20 20:10:10.166708,2026-03-20 20:10:14.693000,1.308237,1.068558,0.374801,1.756626,1523,843,680,1117,2.901596,387.10573565460146
019d0cde-80c0-7631-b1d0-ac4fffa71e20,landmark,Temple of Karnak,What are the dimensions of your First Pylon and the court it leads to?,4.138606,True,2026-03-20 20:10:01.792129,2026-03-20 20:10:05.930735,1.463962,0.861782,0.348721,1.447731,1460,1062,398,1108,2.824465,274.91294998863737
019d0cde-610e-7680-85f7-44f8d5ae8b2a,pharaoh,"Tiye (Queen, wife of Amenhotep III)","Queen Tiye, can you tell me where you were buried and where your mummy is now displayed?",4.023893,True,2026-03-20 20:09:53.677839,2026-03-20 20:09:57.701732,1.652312,0.706199,0.283308,1.363622,1428,954,474,1374,2.791819,347.6036614252337
019d0cde-4646-7a22-a964-8e074b2a116a,pharaoh,Khonsu (God),You are called Khons Neferhotep at Karnak; what title does that name give you?,4.12153,True,2026-03-20 20:09:46.822386,2026-03-20 20:09:50.943916,1.229792,1.426835,0.423097,1.012593,1161,842,319,1121,3.229724,315.0327920497179
019d0cde-2612-77a0-86c8-bbbc003a8e6e,pharaoh,Djoser,What does the stele reveal about your fame and how later kings viewed you?,5.386303,True,2026-03-20 20:09:38.576779,2026-03-20 20:09:43.963082,1.35306,2.08656,0.576293,1.346136,1413,886,527,1112,4.165913,391.49090433656033
019d0cde-0d06-7ee3-8886-98b9c87b7a2c,landmark,Famine Stela,"You, the Famine Stela, when were you inscribed and under which king’s reign?",3.525596,True,2026-03-20 20:09:32.164540,2026-03-20 20:09:35.690136,1.170383,0.908705,0.30606,1.113426,1298,944,354,945,2.535148,317.93760878585556
019d0cdd-e948-79b2-933b-e6792604cc6b,pharaoh,Raneferef,"What did you plan for your pyramid complex, and how was it finished after your death?",6.210196,True,2026-03-20 20:09:23.016623,2026-03-20 20:09:29.226819,0.941625,1.792923,1.459277,1.854508,1587,985,602,923,4.343825000000001,324.61439907511857
